nome,trabalho,renda_mensal,renda_anual,data_nascimento,idade,score_credito,possui_historico_inadimplencia,tempo_emprego_atual,valor_solicitado,prazo_pagamento,possui_outros_emprestimos,valor_outros_emprestimos,credito_aprovado,valor_aprovado
Esther Albuquerque,Estudante,2220.21,27952.17,28/09/1967,57,471,Não,24.1,6154.900472219109,60,Não,0.0,Não,0.0
Dr. Anthony Porto,Desempregado,968.92,13394.13,17/02/1976,49,438,Não,2.3,3614.4893081776154,18,Não,0.0,Não,0.0
Antony Azevedo,Funcionário Público,19994.08,239411.71,15/01/1972,53,561,Não,22.8,9316.597906229654,48,Não,0.0,Sim,7839.92
Maria Fernanda Camargo,Profissional Liberal,6100.26,80738.53,12/12/1992,32,842,Não,7.2,23469.27657237142,48,Sim,33464.03703184104,Não,0.0
Heloísa da Paz,Profissional Liberal,4984.66,69702.87,15/03/2000,25,527,Não,7.0,1262.561082197085,36,Não,0.0,Sim,998.05
Ana Beatriz da Mota,Empresário/Autônomo,15709.89,205110.67,23/12/2005,19,640,Não,1.0,79163.19321307652,24,Não,0.0,Sim,75996.67
Lorenzo Pacheco,Funcionário de Empresa Privada,8022.25,101182.96,23/11/2006,18,394,Sim,0.0,12555.931633223418,48,Não,0.0,Não,0.0
Maria Clara Costela,Funcionário de Empresa Privada,4117.54,56729.52,23/10/1949,75,442,Não,17.8,19416.11824577751,18,Não,0.0,Não,0.0
Raquel Fonseca,Funcionário Público,16101.56,208023.07,12/02/1951,74,630,Não,27.2,14104.986295568055,36,Não,0.0,Sim,13329.21
José da Costa,Desempregado,176.39,2287.67,12/05/2005,20,450,Sim,2.0,627.8294142195356,36,Sim,1128.969962161029,Não,0.0
Laís Novais,Funcionário de Empresa Privada,12941.64,156844.26,02/04/1954,71,531,Não,31.2,48681.82602992514,60,Não,0.0,Sim,38775.07
Daniela Pastor,Funcionário de Empresa Privada,13853.79,184032.46,29/07/1979,45,500,Não,19.3,90071.28360095258,12,Não,0.0,Sim,67553.46
Helena Albuquerque,Aposentado/Pensionista,8776.56,113152.63,04/12/1959,65,745,Não,22.0,56531.448322511445,36,Sim,50103.857171140844,Não,0.0
Sra. Maria Laura Almeida,Desempregado,768.68,10568.58,29/12/1998,26,714,Não,8.0,3337.6763223753487,48,Não,0.0,Sim,3337.68
Dr. Cauê Macedo,Funcionário de Empresa Privada,13160.47,159617.08,11/11/1970,54,469,Não,12.3,52585.8923422487,24,Não,0.0,Não,0.0
Luan da Rosa,Funcionário de Empresa Privada,4835.77,62043.53,02/08/1960,64,391,Não,9.8,20163.388070126683,36,Não,0.0,Não,0.0
Ana Liz Novaes,Funcionário Público,3415.54,40685.24,13/04/1989,36,741,Não,10.5,1610.4435544162382,18,Sim,6445.738448327212,Sim,1610.44
João Lucas Moreira,Funcionário de Empresa Privada,10806.9,142297.83,06/12/1976,48,734,Não,19.2,27475.01119357897,6,Não,0.0,Sim,27475.01
Benicio Farias,Outros,3519.8,45855.31,25/06/1994,30,493,Não,12.0,1251.6714382986565,18,Não,0.0,Não,0.0
Ryan Cavalcanti,Funcionário Público,9988.74,119318.34,10/06/1994,30,435,Sim,12.0,43980.26395789601,60,Não,0.0,Não,0.0
Dr. Luiz Fernando Pastor,Desempregado,231.65,2777.44,15/05/1973,52,779,Não,34.0,1264.119310406297,12,Não,0.0,Sim,1264.12
João Guilherme Peixoto,Funcionário de Empresa Privada,6336.79,87324.33,20/11/2004,20,404,Não,2.0,19324.20391409038,18,Não,0.0,Não,0.0
Sra. Aurora Cassiano,Funcionário de Empresa Privada,6694.49,82474.71,24/07/2002,22,764,Não,4.0,32343.918620316806,48,Não,0.0,Sim,32343.92
Sr. Thomas Freitas,Empresário/Autônomo,20835.86,289866.84,10/07/1993,31,823,Não,13.0,16405.719540963903,24,Não,0.0,Sim,16405.72
Hellena Gomes,Outros,3231.35,40664.36,26/07/1983,41,380,Não,23.0,2393.994387693446,12,Sim,24813.081748361783,Não,0.0
Ana Clara Moraes,Funcionário de Empresa Privada,6222.52,83058.81,20/01/1945,80,650,Não,9.2,38761.015499669935,60,Não,0.0,Sim,37791.99
Ana Júlia Pires,Funcionário Público,6509.63,79397.9,15/05/1954,71,220,Sim,2.9,22990.972343118814,36,Não,0.0,Não,0.0
Maria Vitória Aragão,Aposentado/Pensionista,4042.8,46834.27,27/11/1998,26,418,Não,8.0,8136.610938145218,12,Não,0.0,Não,0.0
Vitor Gabriel Cirino,Profissional Liberal,9428.66,130412.68,05/12/1977,47,480,Sim,27.3,38613.45062799961,12,Não,0.0,Não,0.0
Daniel Barros,Funcionário de Empresa Privada,3439.56,45599.83,07/10/1968,56,598,Não,7.3,7818.166672662226,36,Sim,8800.121872384128,Sim,7012.9
Dr. Pedro Miguel da Mota,Funcionário de Empresa Privada,3379.26,44330.92,09/07/2004,20,423,Não,2.0,11266.860769076216,12,Sim,23167.08675247871,Não,0.0
Benjamim Camargo,Funcionário de Empresa Privada,7328.82,90413.38,15/09/1989,35,833,Não,13.5,33584.61905398079,12,Não,0.0,Sim,33584.62
Brenda Lopes,Funcionário Público,5136.03,66204.52,30/07/1991,33,579,Não,15.0,25978.153354932405,24,Não,0.0,Sim,22562.03
Ana Beatriz Azevedo,Funcionário de Empresa Privada,5415.45,70738.98,21/10/1997,27,461,Não,9.0,11407.028651637454,6,Sim,33406.17395683963,Não,0.0
Luan Cunha,Funcionário Público,12376.9,152417.92,30/11/1995,29,662,Não,3.3,37504.60422310165,36,Não,0.0,Sim,37242.07
Apollo Santos,Empresário/Autônomo,4672.34,58013.79,22/09/1974,50,730,Não,17.2,6128.6956778308695,6,Não,0.0,Sim,6128.7
Maria Liz Andrade,Desempregado,569.87,7362.3,16/07/1997,27,462,Não,3.3,2626.382015452384,36,Não,0.0,Não,0.0
Matteo Leão,Desempregado,272.63,3791.6,01/07/1968,56,324,Não,0.6,1845.9778271144385,60,Não,0.0,Não,0.0
Nicolas Fonseca,Aposentado/Pensionista,10030.83,120404.41,30/09/1951,73,493,Sim,3.9,46569.71989809765,12,Não,0.0,Não,0.0
Clara Freitas,Funcionário de Empresa Privada,13771.58,172297.98,26/10/1960,64,566,Não,11.2,76889.77435716422,12,Sim,78250.90063212124,Não,0.0
Evelyn Almeida,Funcionário de Empresa Privada,9035.47,111308.31,10/11/1992,32,473,Não,14.0,16274.28519544345,18,Sim,25692.743589103993,Não,0.0
Mirella Moura,Funcionário de Empresa Privada,10838.05,144784.81,01/03/1945,80,464,Não,14.5,72145.6269884141,36,Não,0.0,Não,0.0
Lorena Silva,Funcionário de Empresa Privada,6314.66,77327.3,01/11/2006,18,570,Não,0.0,8086.476819757571,12,Não,0.0,Sim,6913.94
Josué Aparecida,Aposentado/Pensionista,5043.77,68008.9,20/11/2001,23,561,Não,5.0,15584.218490757885,6,Não,0.0,Sim,13114.12
Srta. Clarice da Paz,Empresário/Autônomo,39530.16,538601.02,10/09/1975,49,744,Não,5.8,26914.03136258759,36,Não,0.0,Sim,26914.03
Dr. Léo Sousa,Funcionário Público,22437.53,296820.71,12/09/1958,66,799,Não,15.4,66993.60274137299,24,Não,0.0,Sim,66993.6
Emanuel Novaes,Funcionário de Empresa Privada,6742.5,92070.63,07/07/1950,74,522,Não,27.7,28275.422774776824,24,Não,0.0,Sim,22139.66
Maria Luiza das Neves,Outros,2774.25,37074.23,04/03/1963,62,494,Não,15.1,4985.531598961344,18,Não,0.0,Não,0.0
Luiz Miguel Nascimento,Empresário/Autônomo,8225.77,109410.45,22/01/1983,42,731,Não,24.0,13615.094808489957,60,Não,0.0,Sim,13615.09
Yago Macedo,Empresário/Autônomo,5032.74,66061.44,01/07/1994,30,640,Sim,9.7,31705.43850899934,18,Não,0.0,Sim,30437.22
Vitor Hugo Moura,Funcionário de Empresa Privada,12041.43,162893.04,03/06/1978,46,623,Não,1.6,58459.17232368465,36,Não,0.0,Sim,54630.1
Pedro Lucas Novaes,Empresário/Autônomo,25759.26,343093.91,04/02/1966,59,557,Sim,27.2,49296.05910939839,12,Sim,163221.89298295602,Não,0.0
Gael da Rosa,Funcionário de Empresa Privada,7754.44,93857.52,13/03/1991,34,466,Não,14.1,12300.828418357027,6,Não,0.0,Não,0.0
Melissa das Neves,Funcionário Público,3143.65,43878.37,24/02/1993,32,707,Não,0.5,10420.30324471356,18,Não,0.0,Sim,10420.3
Augusto Gonçalves,Funcionário Público,8681.36,101779.25,24/09/1949,75,806,Não,22.5,48078.375517272594,60,Não,0.0,Sim,48078.38
Bianca Moraes,Funcionário de Empresa Privada,6684.69,77730.77,24/06/1982,42,499,Sim,11.3,32874.46371691632,6,Sim,49918.10514184021,Não,0.0
Helena Correia,Empresário/Autônomo,23734.42,283010.7,16/09/1988,36,714,Não,18.0,87636.49409965123,18,Não,0.0,Sim,87636.49
Alice da Rocha,Empresário/Autônomo,11477.96,150292.32,17/11/1994,30,784,Não,5.8,32127.273458550506,12,Sim,93240.95219833586,Não,0.0
Manuella da Cruz,Aposentado/Pensionista,2451.83,33775.58,01/11/1950,74,375,Não,38.0,2300.923589413673,24,Não,0.0,Não,0.0
Srta. Bella da Costa,Funcionário Público,22223.58,276169.7,22/09/1945,79,519,Não,3.0,13424.25722126425,6,Sim,90501.6567316481,Não,0.0
Matteo Borges,Funcionário de Empresa Privada,4559.23,62853.64,12/07/1962,62,550,Não,24.4,31383.360484086395,12,Sim,33380.81354410622,Não,0.0
Sra. Eduarda Novaes,Estudante,906.24,12577.94,09/10/1956,68,434,Não,1.7,5057.162300935884,36,Não,0.0,Não,0.0
Sr. Marcelo Freitas,Aposentado/Pensionista,3400.03,44911.47,13/07/1983,41,465,Não,15.2,10179.996831501938,18,Não,0.0,Não,0.0
Davi Lucas Fogaça,Funcionário de Empresa Privada,12673.82,160275.16,08/11/1978,46,750,Não,11.2,73290.72376642845,18,Não,0.0,Sim,73290.72
Léo da Rocha,Empresário/Autônomo,4812.91,66392.72,28/04/1977,48,386,Não,4.9,11972.93807042949,24,Não,0.0,Não,0.0
Anthony Cavalcante,Funcionário de Empresa Privada,11465.46,145133.7,09/09/1968,56,592,Não,23.3,22188.776544746084,6,Sim,96801.742155937,Não,0.0
Eduardo Ferreira,Funcionário de Empresa Privada,5035.33,67547.36,08/07/2000,24,505,Não,6.0,3928.3154512935366,12,Sim,6398.400509193231,Sim,2975.7
Rhavi Marques,Funcionário Público,4478.29,54374.84,26/02/1994,31,547,Não,1.1,1561.5494057990693,24,Não,0.0,Sim,1281.25
Emanuel Pastor,Funcionário Público,6288.65,78616.62,27/10/1988,36,572,Não,18.0,11367.600870939748,60,Sim,47519.98568102135,Não,0.0
Sofia Nogueira,Funcionário Público,5182.7,63733.15,18/03/1959,66,404,Sim,25.3,15853.828012122429,18,Não,0.0,Não,0.0
Dr. Vinicius Campos,Aposentado/Pensionista,1553.11,20399.67,07/11/1997,27,398,Não,9.0,681.8472711726547,6,Não,0.0,Não,0.0
Sabrina Rocha,Profissional Liberal,9782.94,131768.86,07/09/1987,37,463,Não,19.0,16620.22156557926,48,Não,0.0,Não,0.0
Pedro Silveira,Aposentado/Pensionista,2351.54,29385.32,12/02/1978,47,366,Não,21.8,12540.410740291163,48,Não,0.0,Não,0.0
Leandro da Paz,Funcionário de Empresa Privada,6616.88,77914.46,04/07/1950,74,655,Não,29.2,11704.693232122956,36,Não,0.0,Sim,11499.86
Bella Novais,Funcionário de Empresa Privada,3440.75,48020.17,08/09/1992,32,461,Não,14.0,7057.443561188061,60,Não,0.0,Não,0.0
Lucas Gabriel Moura,Funcionário de Empresa Privada,3949.4,52245.47,20/04/1983,42,632,Não,9.9,516.1181490458918,18,Não,0.0,Sim,489.28
Júlia Monteiro,Aposentado/Pensionista,10150.43,129065.42,14/05/1959,66,732,Não,24.7,52255.41805906217,18,Não,0.0,Sim,52255.42
Dr. Theodoro Barbosa,Aposentado/Pensionista,5362.08,70747.04,15/11/1995,29,717,Não,3.0,24074.839993061007,12,Sim,9011.093309645234,Sim,20584.79
Bruno Martins,Empresário/Autônomo,34498.55,423918.17,02/11/1965,59,524,Não,25.4,53916.057650521274,48,Não,0.0,Sim,42378.02
João Lucas Gonçalves,Empresário/Autônomo,19688.9,259886.2,04/12/1979,45,483,Sim,2.9,9026.825212418325,60,Sim,114318.26763183002,Não,0.0
Nathan Costela,Empresário/Autônomo,33508.64,424093.06,02/05/1968,57,402,Sim,12.3,70578.24885227917,48,Não,0.0,Não,0.0
Dra. Camila Rocha,Desempregado,305.23,3626.31,11/09/1985,39,679,Não,5.7,1263.9127914583335,18,Não,0.0,Sim,1263.91
Melissa Cassiano,Funcionário Público,11154.98,142128.45,20/09/1998,26,578,Sim,7.4,11769.80434730408,6,Não,0.0,Sim,10204.42
Maria Helena Oliveira,Estudante,1553.32,21633.11,13/07/2005,19,660,Não,1.0,1150.1810766821618,48,Não,0.0,Sim,1138.68
Luna Pereira,Funcionário de Empresa Privada,3804.71,51350.58,29/03/1977,48,751,Não,27.7,6860.278656810935,60,Não,0.0,Sim,6860.28
Sr. Lorenzo Oliveira,Empresário/Autônomo,10911.97,128222.77,05/05/2002,23,559,Não,5.0,63724.12206632425,6,Não,0.0,Sim,53432.68
Dr. André Casa Grande,Funcionário de Empresa Privada,6049.83,72111.6,27/09/1957,67,773,Não,27.9,23756.485823885887,48,Não,0.0,Sim,23756.49
Luan da Mota,Aposentado/Pensionista,4015.99,48699.4,29/12/1963,61,720,Não,38.9,11758.09917020256,24,Sim,28512.71200570867,Não,0.0
Isabel Melo,Funcionário de Empresa Privada,1657.66,20394.87,19/07/1984,40,462,Não,22.0,3939.3826203405447,48,Não,0.0,Não,0.0
Vinícius Cunha,Aposentado/Pensionista,1546.61,19250.97,19/04/1991,34,613,Não,16.0,4338.408903979163,24,Não,0.0,Sim,3989.17
Giovanna Gonçalves,Funcionário de Empresa Privada,10614.16,140224.42,10/06/1997,27,428,Não,9.0,4822.822878736791,12,Não,0.0,Não,0.0
Marcos Vinicius Carvalho,Funcionário de Empresa Privada,3312.92,45809.95,24/01/1956,69,449,Não,15.3,3051.3865263649923,24,Não,0.0,Não,0.0
Milena Costela,Funcionário Público,6200.24,73124.43,18/10/1988,36,547,Não,10.6,27318.27593325184,24,Não,0.0,Sim,22414.65
Rael Caldeira,Funcionário de Empresa Privada,9735.43,131008.81,22/07/1951,73,555,Não,9.1,19168.29095283101,6,Não,0.0,Sim,15957.6
Enrico Casa Grande,Desempregado,295.32,3707.33,20/12/1952,72,615,Não,30.4,810.5117312081525,36,Não,0.0,Sim,747.7
Ester Pinto,Aposentado/Pensionista,3829.68,52517.38,23/11/1984,40,666,Não,1.0,23996.108830107038,60,Sim,9014.94582054469,Não,0.0
Dr. Pedro Porto,Empresário/Autônomo,7740.44,95576.14,18/01/2002,23,436,Não,5.0,8326.123178092628,48,Não,0.0,Não,0.0
Arthur Cavalcanti,Funcionário Público,5322.0,62699.44,28/07/1998,26,526,Não,7.9,25568.29694952773,36,Não,0.0,Sim,20173.39
Bianca Aragão,Estudante,1798.95,23202.79,21/02/1948,77,394,Não,37.4,10854.722868094152,36,Não,0.0,Não,0.0
João Gabriel Macedo,Funcionário de Empresa Privada,9247.43,128427.09,12/12/1978,46,742,Não,22.6,10160.040756421316,12,Não,0.0,Sim,10160.04
Luiz Fernando Siqueira,Profissional Liberal,21614.64,294992.15,03/05/1998,27,562,Não,9.0,15342.93005169678,24,Não,0.0,Sim,12934.09
Ravi Nunes,Funcionário de Empresa Privada,11391.93,156739.77,15/11/1981,43,539,Não,9.0,41211.42667315589,18,Sim,14732.640459858365,Sim,33319.44
Julia da Rocha,Funcionário Público,6220.11,84065.61,17/12/1995,29,559,Não,11.0,15311.592182219156,12,Não,0.0,Sim,12838.77
Antônio Fogaça,Funcionário de Empresa Privada,5228.93,61656.9,01/12/1954,70,842,Não,15.2,10721.279221554887,24,Não,0.0,Sim,10721.28
Luiz Felipe Oliveira,Estudante,996.85,13819.75,07/11/1988,36,456,Não,13.0,6261.422918781066,24,Sim,2672.8377788641023,Não,0.0
Yuri da Mata,Desempregado,558.42,6975.79,28/03/1957,68,482,Não,20.3,1670.2554303464499,60,Não,0.0,Não,0.0
Anthony Gabriel Moraes,Aposentado/Pensionista,6962.87,88174.07,02/03/1981,44,519,Não,7.8,14777.79976148672,18,Sim,44683.34536022674,Não,0.0
Thomas Costela,Funcionário de Empresa Privada,5880.92,74633.75,30/12/2006,18,329,Sim,0.0,24512.33886217202,36,Não,0.0,Não,0.0
Amanda Abreu,Funcionário de Empresa Privada,3926.01,49057.01,06/01/1969,56,334,Não,10.3,561.1887364187248,48,Não,0.0,Não,0.0
Maria Alice Sales,Funcionário Público,5638.28,75687.18,04/08/1990,34,704,Não,16.0,21238.5359630016,48,Não,0.0,Sim,21238.54
Gustavo Brito,Funcionário Público,8733.93,113577.94,12/02/1955,70,612,Sim,34.9,5162.659221669073,36,Não,0.0,Sim,4739.32
Maria Cecília Cassiano,Profissional Liberal,16377.5,212787.13,03/07/1970,54,575,Não,26.7,16811.45702024475,6,Não,0.0,Sim,14499.88
Benicio da Mota,Funcionário de Empresa Privada,9446.19,127898.6,16/12/1982,42,521,Não,24.0,2512.9668980240012,36,Não,0.0,Sim,1963.88
Larissa Cardoso,Funcionário de Empresa Privada,8759.23,111227.07,18/09/1967,57,560,Não,32.5,40277.738776547325,6,Não,0.0,Sim,33833.3
Ana Liz Aparecida,Funcionário de Empresa Privada,11822.12,153196.37,06/04/1951,74,667,Não,19.8,2372.9520042844733,24,Não,0.0,Sim,2372.95
Letícia Carvalho,Funcionário Público,10511.76,141622.21,23/04/1985,40,519,Não,8.0,63415.819422465866,48,Sim,64758.75490608363,Não,0.0
Lara da Rocha,Desempregado,475.74,5865.51,22/01/1980,45,690,Não,0.8,2369.83162184759,12,Não,0.0,Sim,2369.83
Clarice Nascimento,Aposentado/Pensionista,6180.29,79730.55,27/10/1981,43,450,Não,13.3,21887.2910830032,36,Sim,25101.542677785885,Não,0.0
Dr. Rhavi Gonçalves,Funcionário Público,7905.3,95644.39,04/11/1997,27,612,Não,9.0,29941.857712330082,48,Não,0.0,Sim,27486.63
Srta. Alícia Araújo,Aposentado/Pensionista,2719.63,32908.01,21/01/1995,30,551,Não,12.0,7775.850512495177,60,Não,0.0,Sim,6426.74
Vitor Gabriel Fernandes,Funcionário de Empresa Privada,7330.98,89091.93,02/05/1970,55,490,Não,19.2,39469.485345443376,24,Não,0.0,Não,0.0
Igor Barbosa,Empresário/Autônomo,26489.6,329794.94,28/05/1954,71,454,Não,4.7,59948.75341260559,24,Sim,110051.42532652186,Não,0.0
Sr. Fernando Vieira,Estudante,225.52,2942.5,05/01/1999,26,653,Não,8.0,1093.1118582056447,48,Sim,1765.6588318788072,Não,0.0
Theo Leão,Funcionário de Empresa Privada,2969.76,37475.95,07/06/1981,43,754,Não,25.0,1223.170050360967,12,Não,0.0,Sim,1223.17
Dra. Heloísa Duarte,Funcionário Público,7941.02,110234.46,31/03/1994,31,414,Não,2.7,47634.16577581672,18,Sim,8670.762196285326,Não,0.0
Guilherme Viana,Funcionário Público,10775.99,138146.87,02/07/1980,44,376,Não,1.3,18891.953717048982,18,Não,0.0,Não,0.0
Renan Duarte,Desempregado,147.46,1753.29,08/07/1985,39,290,Sim,10.3,724.8015336981857,18,Sim,1145.8529400427974,Não,0.0
Elisa Costa,Empresário/Autônomo,20890.87,286112.36,02/03/1978,47,536,Não,12.2,88110.78396505896,36,Sim,119686.54401868473,Não,0.0
Ana Carolina Sousa,Funcionário de Empresa Privada,4602.62,55756.46,16/08/1975,49,447,Não,25.3,25125.23373463584,36,Sim,41082.89821454387,Não,0.0
Lorena Melo,Empresário/Autônomo,18671.9,239776.85,05/01/1997,28,351,Não,10.0,68504.91131014407,6,Não,0.0,Não,0.0
João Ribeiro,Funcionário de Empresa Privada,3726.48,44766.74,06/05/2005,20,380,Não,2.0,5939.158725911582,36,Não,0.0,Não,0.0
Dr. Otávio Porto,Funcionário Público,7679.9,94330.63,23/09/1947,77,768,Não,11.6,1339.7790915027715,18,Não,0.0,Sim,1339.78
Hellena Cassiano,Funcionário de Empresa Privada,4881.52,57755.08,13/12/1962,62,426,Não,38.1,18127.326363392356,12,Não,0.0,Não,0.0
Olívia Borges,Funcionário de Empresa Privada,4283.81,51697.55,12/07/1964,60,329,Sim,11.0,21477.264617469336,24,Não,0.0,Não,0.0
Alexandre Costa,Aposentado/Pensionista,1086.57,13941.57,28/04/1998,27,652,Não,4.5,1516.7831231946473,48,Sim,5189.095260987264,Não,0.0
Emilly Rios,Desempregado,1063.61,12701.21,03/06/1946,79,523,Não,39.1,5499.346733228412,12,Sim,5915.4899582217195,Não,0.0
Leonardo Santos,Empresário/Autônomo,6914.61,83224.63,04/10/2005,19,381,Sim,1.0,20723.320052909985,36,Não,0.0,Não,0.0
Anna Liz Silva,Funcionário Público,6221.8,74279.38,09/04/1985,40,509,Sim,10.9,36936.54607128122,6,Não,0.0,Sim,28201.05
Lorenzo Rezende,Funcionário de Empresa Privada,15252.91,203777.77,07/10/1964,60,643,Não,1.9,93470.55351379451,18,Sim,35670.3357793498,Não,0.0
Bernardo Carvalho,Funcionário Público,9587.0,125673.05,09/04/1952,73,396,Não,1.2,16586.37862582865,36,Não,0.0,Não,0.0
Letícia Freitas,Funcionário de Empresa Privada,15991.19,203232.37,12/06/1952,72,654,Não,25.8,27816.985304750484,18,Sim,63953.573687122116,Não,0.0
Maria Luiza Siqueira,Funcionário de Empresa Privada,18302.46,232580.93,11/02/1946,79,743,Não,8.0,29042.490020387362,12,Sim,134347.01195104507,Não,0.0
Maria Fernanda Mendes,Funcionário Público,25402.74,311863.02,07/10/1956,68,754,Não,35.3,11947.238875114008,60,Não,0.0,Sim,11947.24
Dra. Carolina Mendonça,Funcionário de Empresa Privada,12191.84,151507.51,25/12/1977,47,759,Não,29.0,29517.751934641023,12,Sim,107257.97658024017,Não,0.0
Bernardo Novais,Funcionário de Empresa Privada,5644.05,75053.97,14/11/1952,72,477,Não,1.5,11009.420951912562,12,Não,0.0,Não,0.0
Luan Nascimento,Desempregado,599.21,7856.27,25/07/1955,69,588,Não,27.0,3604.7862968461336,36,Não,0.0,Sim,3179.42
Dr. Luiz Henrique da Cruz,Empresário/Autônomo,23190.04,306552.75,22/07/1965,59,689,Não,28.7,50103.98235084995,18,Sim,144474.2907097851,Não,0.0
Vitor Gabriel Novaes,Profissional Liberal,10525.31,137373.26,29/01/1992,33,548,Não,15.0,46659.04894187576,24,Não,0.0,Sim,38353.74
Henry Sales,Funcionário de Empresa Privada,7243.81,101208.87,26/12/1965,59,589,Sim,16.1,42454.44821995538,18,Sim,22814.308066754194,Não,0.0
Maria Flor Barbosa,Aposentado/Pensionista,3873.03,49309.53,20/08/1991,33,294,Sim,15.0,8184.1851757463155,48,Não,0.0,Não,0.0
Emilly Lima,Funcionário de Empresa Privada,8776.44,113496.87,30/04/1960,65,493,Não,29.3,40208.77891035493,36,Não,0.0,Não,0.0
Francisco Carvalho,Empresário/Autônomo,40155.11,475840.5,03/01/1957,68,327,Sim,35.3,96659.88268412383,18,Sim,181347.94444892186,Não,0.0
Juliana Aparecida,Empresário/Autônomo,14208.39,166820.29,20/05/1979,46,742,Não,13.7,55045.67913447047,12,Não,0.0,Sim,55045.68
Dra. Ester Moura,Aposentado/Pensionista,9440.53,116974.28,10/05/1964,61,589,Não,8.6,46088.51632269431,12,Não,0.0,Sim,40719.2
Sra. Isadora Camargo,Funcionário Público,12421.9,172862.76,08/02/2007,18,675,Sim,0.0,31681.795164131225,36,Não,0.0,Sim,31681.8
Bella Carvalho,Funcionário de Empresa Privada,1887.81,22006.31,25/02/2005,20,390,Não,2.0,2962.0252269833973,6,Sim,17578.512735488446,Não,0.0
Emanuel Moraes,Aposentado/Pensionista,5415.32,66723.75,16/04/1989,36,703,Não,2.7,2234.4616657566135,48,Não,0.0,Sim,2234.46
Murilo Casa Grande,Funcionário de Empresa Privada,11253.46,142667.39,09/02/1969,56,505,Não,32.9,51405.35458461241,18,Sim,93789.19648199699,Não,0.0
Apollo Santos,Empresário/Autônomo,12175.45,151780.63,30/03/1997,28,517,Não,10.0,69324.3254870735,36,Sim,13402.04953825366,Sim,53761.01
Maria Flor Aragão,Funcionário de Empresa Privada,13305.66,175668.15,13/01/1979,46,719,Não,17.8,607.8969707615115,24,Não,0.0,Sim,607.9
Noah Moraes,Profissional Liberal,24985.67,331422.86,17/10/1979,45,581,Não,27.0,10008.895238674546,60,Não,0.0,Sim,8722.75
Anna Liz da Paz,Profissional Liberal,27555.86,329925.98,17/12/1949,75,544,Não,13.4,97408.95380820446,6,Não,0.0,Sim,79485.71
Valentim Sousa,Funcionário de Empresa Privada,11687.32,141149.49,27/12/1985,39,438,Não,3.6,58610.96177567575,24,Não,0.0,Não,0.0
Henry Gabriel Santos,Funcionário de Empresa Privada,1824.0,22491.08,09/01/1997,28,183,Sim,10.0,5949.184973080009,18,Sim,16848.969824956075,Não,0.0
Maria Laura Moreira,Funcionário Público,4799.74,55772.31,04/10/1988,36,592,Sim,18.0,23956.17168130072,12,Não,0.0,Sim,21273.08
Bruna Abreu,Funcionário Público,13848.42,174761.62,07/04/1964,61,399,Não,0.9,3864.002078442708,6,Não,0.0,Não,0.0
André Sampaio,Empresário/Autônomo,17625.79,213255.93,08/05/1986,39,553,Não,21.0,26850.681385222306,48,Não,0.0,Sim,22272.64
Dr. Ravi Cunha,Aposentado/Pensionista,8017.31,102010.23,06/02/1968,57,748,Não,24.4,48948.130861759,12,Sim,27664.219159578115,Não,0.0
Henry Gabriel Nogueira,Profissional Liberal,28876.97,367334.78,09/07/1944,80,435,Não,25.0,841.8125909127077,18,Não,0.0,Não,0.0
Sra. Sara Pacheco,Empresário/Autônomo,28171.32,347428.43,06/02/1949,76,610,Não,15.4,42489.150874516185,12,Não,0.0,Sim,38877.57
Francisco Araújo,Funcionário de Empresa Privada,18218.11,227651.89,02/06/1964,61,680,Não,35.3,61438.33029982604,12,Não,0.0,Sim,61438.33
Sr. Davi Gonçalves,Funcionário de Empresa Privada,9432.83,129061.98,26/09/1980,44,524,Sim,26.0,37692.96794368811,18,Não,0.0,Sim,29626.67
Rebeca Sousa,Profissional Liberal,6258.61,73573.76,02/10/1999,25,583,Não,7.0,22022.86012996074,60,Não,0.0,Sim,19258.99
Antonella Machado,Funcionário de Empresa Privada,9576.92,110300.69,24/06/1999,25,782,Não,7.0,37108.50772263248,6,Não,0.0,Sim,37108.51
Dra. Ana Liz Lima,Funcionário de Empresa Privada,6112.14,75684.1,05/09/1982,42,550,Não,7.1,12205.284170825005,36,Não,0.0,Sim,10069.36
Gabriel Garcia,Aposentado/Pensionista,3241.74,40392.04,02/01/1997,28,511,Não,10.0,13975.420956369651,24,Sim,18968.10057335802,Não,0.0
José Pedro Nascimento,Profissional Liberal,13077.02,158726.56,07/03/2002,23,398,Não,5.0,42155.13560679685,36,Sim,61430.02127790637,Não,0.0
Ravi Lucca Barbosa,Funcionário Público,4064.36,47668.92,10/09/1992,32,420,Não,5.6,1834.5613043107453,18,Não,0.0,Não,0.0
Alexandre Garcia,Aposentado/Pensionista,2613.24,32017.59,19/04/1980,45,641,Não,27.0,6962.055343447413,36,Sim,2161.4256529015765,Sim,6694.02
Oliver Moraes,Aposentado/Pensionista,7220.63,98990.43,01/08/1945,79,670,Sim,18.7,37241.59563756126,36,Não,0.0,Sim,37241.6
Ana Beatriz Costa,Profissional Liberal,16379.95,217295.68,07/07/1948,76,662,Não,3.8,19629.42495118127,18,Sim,137497.56331923773,Não,0.0
Carlos Eduardo da Paz,Funcionário de Empresa Privada,6997.06,94720.09,26/01/2007,18,659,Não,0.0,19470.365681869294,6,Não,0.0,Sim,19246.46
